
---------- Begin Simulation Statistics ----------
simSeconds                                  16.292694                       # Number of seconds simulated (Second)
simTicks                                 16292694137000                       # Number of ticks simulated (Tick)
finalTick                                16292694137000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.52                       # Real time elapsed on the host (Second)
hostTickRate                                 65451031                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17002400                       # Number of bytes of host memory used (Byte)
simInsts                                  27235762022                       # Number of instructions simulated (Count)
simOps                                    27235762150                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   109412                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     109412                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                     16292694138                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    14004536828                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    3313                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   14489121168                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued              58352023                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined           389874734                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        337435352                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                309                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples        16292659955                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.889304                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.915995                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::SimdSha1Hash                0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash2               0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash              0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash2             0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma2               0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma3               0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdPredAlu                 0      0.00%     84.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemRead              35299712      1.79%     86.34% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemWrite             11548538      0.59%     86.92% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemRead        194972043      9.91%     96.83% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemWrite        62279967      3.17%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statIssuedInstType_0::No_OpClass         2733      0.00%      0.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntAlu   1877693577     12.96%     12.96% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntMult          313      0.00%     12.96% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntDiv       800172      0.01%     12.96% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatAdd   3817472017     26.35%     39.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp     30495365      0.21%     39.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt   2341691020     16.16%     55.68% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult   2098597661     14.48%     70.17% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc            0      0.00%     70.17% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv     73694602      0.51%     70.68% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc     23015651      0.16%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt            2      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     70.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead    270918203      1.87%     72.71% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite    122277190      0.84%     73.55% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead   2388120653     16.48%     90.03% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite   1444342009      9.97%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total   14489121168                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        0.889302                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                         1967236543                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.135773                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads             20887444787                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites             2353733742                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses     2216471130                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads              26409046070                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites             12040685107                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses     11568907631                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                 2320174651                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                 14136180327                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                      13840462020                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                   2017262211                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                 13389732                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                        3581123209                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                     402271212                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                  1563860998                       # Number of stores executed (Count)
system.cpu0.numRate                          0.849489                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                            613                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                          34183                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                13614665343                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                  13614665407                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              1.196702                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         1.196702                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              0.835630                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         0.835630                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                7636063189                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites               2737855020                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                14516065105                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                9123033982                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads              25822479907                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites             16712432510                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads    2051104785                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores   1599393346                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads     13930409                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores     11535197                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups              436531382                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted        381512473                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect          8608004                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups           270195481                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates             4144197                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits              270191971                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.999987                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed               24436649                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect               233                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups           8443                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits              7920                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses             523                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted          153                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts      382996516                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls           3004                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts          8502660                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples  16240031645                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     0.838340                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     2.193655                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0    13198049789     81.27%     81.27% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1      953013804      5.87%     87.14% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2      242130891      1.49%     88.63% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3      266348368      1.64%     90.27% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4      194899539      1.20%     91.47% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5      109673017      0.68%     92.14% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6       39698461      0.24%     92.39% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7       77551498      0.48%     92.87% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8     1158666278      7.13%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total  16240031645                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted         13614665343                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted           13614665407                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                 3457092503                       # Number of memory references committed (Count)
system.cpu0.commit.loads                   1938882785                       # Number of loads committed (Count)
system.cpu0.commit.amos                           215                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                        121                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                 390987035                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating               11479414517                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                 7624215711                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls             20913791                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass          143      0.00%      0.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu   1800556109     13.23%     13.23% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult          276      0.00%     13.23% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv       800121      0.01%     13.23% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd   3790557488     27.84%     41.07% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp     30495358      0.22%     41.30% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt   2340225035     17.19%     58.49% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult   2098228188     15.41%     73.90% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc            0      0.00%     73.90% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv     73694547      0.54%     74.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc     23015637      0.17%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt            2      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     74.61% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     74.61% # Class of committed instruction (Count)
