
---------- Begin Simulation Statistics ----------
simSeconds                                   0.034009                       # Number of seconds simulated (Second)
simTicks                                  34008827000                       # Number of ticks simulated (Tick)
finalTick                                 34008827000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    706.78                       # Real time elapsed on the host (Second)
hostTickRate                                 48117736                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16954652                       # Number of bytes of host memory used (Byte)
simInsts                                    240344620                       # Number of instructions simulated (Count)
simOps                                      240351704                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   340054                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     340064                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                        33921012                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      121333943                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   13252                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     122621802                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 22610                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1171343                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           570390                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               1033                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           33792189                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              3.628703                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.402140                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::SimdAddAcc                  0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAlu                     0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCmp                     0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCvt                     0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMisc                    0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMult                    0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMultAcc                 0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShift                   0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShiftAcc                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdDiv                     0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSqrt                    0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAdd                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAlu                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCmp                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCvt                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatDiv                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMisc               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMult               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMultAcc            0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatSqrt               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAdd               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAlu               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceCmp               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceAdd            0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceCmp            0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAes                     0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAesMix                  0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash                0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash2               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash              0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash2             0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma2               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma3               0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdPredAlu                 0      0.00%     81.25% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemRead                495859     11.32%     92.57% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemWrite               121992      2.78%     95.35% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemRead           191545      4.37%     99.72% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemWrite           12228      0.28%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statIssuedInstType_0::No_OpClass         4810      0.00%      0.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntAlu     59435581     48.47%     48.47% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntMult       342212      0.28%     48.75% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntDiv         1513      0.00%     48.75% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatAdd      5953097      4.85%     53.61% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp      2521972      2.06%     55.67% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt     13188401     10.76%     66.42% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult      7557898      6.16%     72.59% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc           14      0.00%     72.59% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv       302026      0.25%     72.83% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc        31387      0.03%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     72.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead     20472321     16.70%     89.55% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite      9753032      7.95%     97.51% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead      3022634      2.47%     99.97% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite        34904      0.03%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total     122621802                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        3.614922                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                            4381711                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.035734                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads               214791030                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites               89492305                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses       88355440                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads                 68649084                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites                33028123                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses        32579981                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                   90965017                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                    36033686                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                        120975156                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                     21886570                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                    56519                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                          31667677                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                      15426257                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                     9781107                       # Number of stores executed (Count)
system.cpu0.numRate                          3.566378                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                           2675                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                         128823                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                  120172310                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                    120175852                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.282270                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.282270                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              3.542710                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         3.542710                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                 122276203                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites                 67090035                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                   38307653                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                  29613354                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads                 86991123                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites                58802802                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads      21942514                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores      9830108                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads       927198                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores      1099523                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups               15592816                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted         12393052                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect            29649                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups             8417158                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates               17527                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits                8394271                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.997281                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed                 953730                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect               119                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups         893580                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits            886537                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses            7043                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted         1950                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts        1138981                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls          12219                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts            24076                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples     33633211                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     3.573130                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     3.400937                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0       10920636     32.47%     32.47% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1        3430262     10.20%     42.67% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2        1715377      5.10%     47.77% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3        3784218     11.25%     59.02% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4         786658      2.34%     61.36% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5         993600      2.95%     64.31% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6         533262      1.59%     65.90% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7        1105606      3.29%     69.19% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8       10363592     30.81%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total     33633211                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted           120172310                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted             120175852                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                   31429685                       # Number of memory references committed (Count)
system.cpu0.commit.loads                     21699860                       # Number of loads committed (Count)
system.cpu0.commit.amos                          1084                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                       4187                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                  15303474                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                  32390835                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                  100348425                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls               936565                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass         4596      0.00%      0.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu     59003260     49.10%     49.10% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult       335699      0.28%     49.38% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv         1211      0.00%     49.38% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd      5941554      4.94%     54.33% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp      2503933      2.08%     56.41% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt     13099876     10.90%     67.31% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult      7523171      6.26%     73.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc           10      0.00%     73.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv       301948      0.25%     73.82% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc        30909      0.03%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     73.85% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAdd            0      0.00%     73.85% # Class of committed instruction (Count)
