
---------- Begin Simulation Statistics ----------
simSeconds                                   9.060983                       # Number of seconds simulated (Second)
simTicks                                 9060982533000                       # Number of ticks simulated (Tick)
finalTick                                9060982533000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.58                       # Real time elapsed on the host (Second)
hostTickRate                                 36399783                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16946868                       # Number of bytes of host memory used (Byte)
simInsts                                  76548073899                       # Number of instructions simulated (Count)
simOps                                    76548078745                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   307509                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     307509                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      9060983146                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    40659848222                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   11859                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   39579462986                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued              48705530                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined          2387233071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined       2024392024                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               2087                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         9058092970                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              4.369514                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.660067                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::FloatMultAcc           494163      0.02%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatDiv                   19      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMisc                 175      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatSqrt                   0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAdd                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAddAcc                  0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAlu                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCmp                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCvt                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMisc                    0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMult                    0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMultAcc                 0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShift                   0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShiftAcc                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdDiv                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSqrt                    0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAdd                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAlu                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCmp                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCvt                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatDiv                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMisc               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMult               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMultAcc            0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatSqrt               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAdd               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAlu               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceCmp               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceAdd            0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceCmp            0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAes                     0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAesMix                  0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash                0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash2               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash              0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash2             0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma2               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma3               0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdPredAlu                 0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemRead            1194996558     40.35%     88.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemWrite            342903662     11.58%     99.99% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemRead           184710      0.01%     99.99% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemWrite          203530      0.01%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statIssuedInstType_0::No_OpClass         5758      0.00%      0.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntAlu  26065185615     65.86%     65.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntMult    539978842      1.36%     67.22% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntDiv      2415835      0.01%     67.23% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatAdd      3313569      0.01%     67.23% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp         1172      0.00%     67.23% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt      3676236      0.01%     67.24% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult      1389195      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc      2383188      0.01%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv          667      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc         1021      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt          158      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     67.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead   9806423922     24.78%     92.03% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite   3149015673      7.96%     99.99% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead      4677521      0.01%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite       994614      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total   39579462986                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        4.368120                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                         2961725567                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.074830                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads             91193641906                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites            43033936740                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses    39183449430                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads                 33808127                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites                17776800                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses        16373899                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                42523859336                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                    17323459                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                      39313557066                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                   9619942447                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                165185550                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                       12758424275                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                    1678425467                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                  3138481828                       # Number of stores executed (Count)
system.cpu0.numRate                          4.338774                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                         619215                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                        2890176                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                38272624555                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                  38272626978                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.236748                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.236748                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              4.223893                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         4.223893                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads               58920286883                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites              34517320585                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                   19737158                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                  14190922                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads                 35997153                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites                21479934                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads    9890867742                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores   3293282165                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads    727480728                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores    430586832                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups             2001662340                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted       1742702754                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect         75689786                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups          1381948151                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates            25389996                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits             1368159545                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.990022                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed               88692453                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect              5667                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups       63899068                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits          41275331                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses        22623737                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted      6607890                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts     2386402290                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls           9772                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts         73624634                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples   8715011392                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     4.391575                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     3.228364                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0     1594564693     18.30%     18.30% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1      993696074     11.40%     29.70% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2      495956330      5.69%     35.39% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3      763930060      8.77%     44.16% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4      773708537      8.88%     53.03% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5      284812121      3.27%     56.30% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6      338794973      3.89%     60.19% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7      312825359      3.59%     63.78% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8     3156723245     36.22%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total   8715011392                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted         38272624555                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted           38272626978                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                12411045759                       # Number of memory references committed (Count)
system.cpu0.commit.loads                   9317583682                       # Number of loads committed (Count)
system.cpu0.commit.amos                          2425                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                       4054                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                1563427988                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                  16213164                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                38229912754                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls             73812224                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass         4872      0.00%      0.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu  25325215045     66.17%     66.17% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult    523503980      1.37%     67.54% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv      2117355      0.01%     67.54% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd      3308486      0.01%     67.55% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp         1090      0.00%     67.55% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt      3665010      0.01%     67.56% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult      1386835      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc      2376881      0.01%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv          559      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc          948      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt          158      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     67.57% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     67.57% # Class of committed instruction (Count)
