
---------- Begin Simulation Statistics ----------
simSeconds                                   7.375570                       # Number of seconds simulated (Second)
simTicks                                 7375569904000                       # Number of ticks simulated (Tick)
finalTick                                7375569904000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.47                       # Real time elapsed on the host (Second)
hostTickRate                                 29629155                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16930552                       # Number of bytes of host memory used (Byte)
simInsts                                  56679339186                       # Number of instructions simulated (Count)
simOps                                    56697450644                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   227692                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     227765                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      7375580135                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    30498524197                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                49918502                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   29724040163                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued             194047031                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined          2199717379                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined       1438210918                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved           13631290                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         7375529214                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              4.030089                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.505548                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::SimdDiv                     0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSqrt                    0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAdd                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAlu                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCmp                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCvt                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatDiv                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMisc               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMult               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMultAcc            0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatSqrt               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAdd               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAlu               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceCmp               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceAdd            0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceCmp            0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAes                     0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAesMix                  0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash                0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash2               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash              0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash2             0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma2               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma3               0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdPredAlu                 0      0.00%     21.54% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemRead             545647421     40.22%     61.76% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemWrite            518784719     38.24%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemRead               90      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemWrite              33      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statIssuedInstType_0::No_OpClass     18175813      0.06%      0.06% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntAlu  19283234541     64.87%     64.94% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntMult     81785896      0.28%     65.21% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntDiv     54275795      0.18%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatAdd        14679      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp          505      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt        30199      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult          439      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc            8      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv           87      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc           99      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt            2      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     65.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead   5763074306     19.39%     84.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite   4523336792     15.22%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead        66653      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite        44349      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total   29724040163                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        4.030061                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                         1356653503                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.045642                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads             68373995064                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites            32757451040                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses    29534061036                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads                   315002                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites                  197218                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses          134696                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                31062360489                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                      157364                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                      29594617382                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                   5719707828                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                127673326                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                       10217988725                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                    6580027564                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                  4498280897                       # Number of stores executed (Count)
system.cpu0.numRate                          4.012514                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                          12839                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                          50921                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                28339669572                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                  28348725301                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.260256                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.260256                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              3.842365                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         3.842365                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads               34729056259                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites              19119298014                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                      90707                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                     93468                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads                   337511                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites                   91148                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads    5796147539                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores   4825161702                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads    467619121                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores    334725086                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups             7306672666                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted       5453656978                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect        107630286                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups          3239224858                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates            85706703                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits             3100793999                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.957264                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed              645135431                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect             10907                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups      248486159                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits         248166700                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses          319459                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted       722660                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts     2198814592                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls       36287212                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts         69640599                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples   7051319161                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     4.020344                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     3.276824                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0     1392001882     19.74%     19.74% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1     1171813142     16.62%     36.36% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2      559222098      7.93%     44.29% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3      466199363      6.61%     50.90% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4      294290322      4.17%     55.08% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5      285757132      4.05%     59.13% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6      406861730      5.77%     64.90% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7      188635390      2.68%     67.57% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8     2286538102     32.43%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total   7051319161                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted         28339669572                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted           28348725301                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                 9912625728                       # Number of memory references committed (Count)
system.cpu0.commit.loads                   5568791379                       # Number of loads committed (Count)
system.cpu0.commit.amos                       9055743                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                   18111394                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                6310998334                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                    133974                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                27986569581                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls            582239245                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass     18170163      0.06%      0.06% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu  18282237067     64.49%     64.55% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult     81378097      0.29%     64.84% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv     54268672      0.19%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd        14675      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp          462      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt        29846      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult          419      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc            8      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv           86      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc           76      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt            2      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     65.03% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     65.03% # Class of committed instruction (Count)
