
---------- Begin Simulation Statistics ----------
simSeconds                                   3.040610                       # Number of seconds simulated (Second)
simTicks                                 3040609526000                       # Number of ticks simulated (Tick)
finalTick                                3040609526000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248928.30                       # Real time elapsed on the host (Second)
hostTickRate                                 12214801                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17139996                       # Number of bytes of host memory used (Byte)
simInsts                                  10693482148                       # Number of instructions simulated (Count)
simOps                                    10693664387                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    42958                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      42959                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      3040609622                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     5531107710                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                 3227933                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    5582686621                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued               7864796                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined           189580614                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        133441587                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved             157522                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         3035792185                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.838955                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.052102                       # Number of insts issued each cycle (Count)
system.cpu0.statIssuedInstType_0::FloatAdd    413458700      7.41%     51.20% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp     76593051      1.37%     52.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt     87815482      1.57%     54.15% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult    283194072      5.07%     59.22% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc    468986201      8.40%     67.62% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv     56599667      1.01%     68.63% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc     67920635      1.22%     69.85% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt       354763      0.01%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     69.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead    279161791      5.00%     74.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite    150833762      2.70%     77.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead    947464131     16.97%     94.53% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite    305364288      5.47%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total    5582686621                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        1.836042                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                          539806008                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.096693                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads              8835722720                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites             3054059386                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses     2848704297                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads               5913113510                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites              2670002563                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses      2588165125                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                 2918475637                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                  3201472557                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                       5444892437                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                   1098664641                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                 15909428                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                        1553835660                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                     431748371                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                   455171019                       # Number of stores executed (Count)
system.cpu0.numRate                          1.790724                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                         118548                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                        4817437                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                 5344663866                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                   5344754985                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.568906                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.568906                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              1.757761                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         1.757761                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                5274971784                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites               2395908984                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                 3556066099                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                2168866551                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads               5304471501                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites              2885770608                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads    1114223397                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores    465112364                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads    120527626                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores    116890187                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups              477575381                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted        425293364                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect          8420782                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups           309171164                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates             2666638                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits              307833654                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.995674                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed               13853797                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect             55833                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups       13638162                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits           9228470                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses         4409692                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted       681380                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts      188138921                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls        3070411                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts          8108222                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples   3007798731                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     1.776966                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     2.796321                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0     1781534403     59.23%     59.23% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1      299707588      9.96%     69.19% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2      139434635      4.64%     73.83% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3      136006538      4.52%     78.35% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4      113253735      3.77%     82.12% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5       98194145      3.26%     85.38% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6       38516186      1.28%     86.66% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7       26136276      0.87%     87.53% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8      375015225     12.47%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total   3007798731                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted          5344663866                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted            5344754985                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                 1526683204                       # Number of memory references committed (Count)
system.cpu0.commit.loads                   1078740165                       # Number of loads committed (Count)
system.cpu0.commit.amos                        523956                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                      95156                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                 414173747                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                2572354084                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                 4034516008                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls             11832948                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass      2542597      0.05%      0.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu   2352448221     44.01%     44.06% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult     20169261      0.38%     44.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv        26398      0.00%     44.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd    408703458      7.65%     52.09% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp     74556613      1.39%     53.48% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt     86368201      1.62%     55.10% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult    281984709      5.28%     60.37% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc    468660002      8.77%     69.14% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv     56146958      1.05%     70.19% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc     66112791      1.24%     71.43% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt       352572      0.01%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     71.44% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     71.44% # Class of committed instruction (Count)
