
---------- Begin Simulation Statistics ----------
simSeconds                                   6.454211                       # Number of seconds simulated (Second)
simTicks                                 6454211479000                       # Number of ticks simulated (Tick)
finalTick                                6454211479000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  31108.90                       # Real time elapsed on the host (Second)
hostTickRate                                207471562                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16912260                       # Number of bytes of host memory used (Byte)
simInsts                                   7804916385                       # Number of instructions simulated (Count)
simOps                                     7804919411                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   250890                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     250890                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       6454211485                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      8398599274                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                112620459                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     8223687050                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                7039447                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            706300321                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         519334754                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             1868588                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          6454171610                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.274166                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.686796                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%     88.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead               15475163      4.89%     93.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite               5248404      1.66%     95.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead          11442034      3.62%     98.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite          3282621      1.04%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass    110746030      1.35%      1.35% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu    3089081728     37.56%     38.91% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult     65156832      0.79%     39.70% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv       8093298      0.10%     39.80% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd    969532827     11.79%     51.59% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp    198899611      2.42%     54.01% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt    203986335      2.48%     56.49% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult   1186015157     14.42%     70.91% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc    108418194      1.32%     72.23% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv     91876770      1.12%     73.35% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc     64068395      0.78%     74.13% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt     54720221      0.67%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     74.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead    652650521      7.94%     82.73% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite    159259319      1.94%     84.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead   1047400776     12.74%     97.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite    213781036      2.60%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total     8223687050                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.274158                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                           316354727                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.038469                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads              14669329426                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites              4742698597                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses      4044019822                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                8555610458                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites               4474930694                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses       4127572436                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                  4017221688                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                   4412074059                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                        8182898899                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                    1685261094                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                  34447410                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                         2056344588                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                      720871378                       # Number of branches executed (Count)
system.cpu.numStoreInsts                    371083494                       # Number of stores executed (Count)
system.cpu.numRate                           1.267839                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                            1039                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           39875                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                  7804916385                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                    7804919411                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.826942                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.826942                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.209275                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.209275                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                 6045692287                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                3400037114                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                  5666320967                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                 3657672569                       # Number of floating regfile writes (Count)
system.cpu.miscRegfileReads                9408449302                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites               5690532466                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads     1739780468                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores     395370671                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads    223455412                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores     49844215                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups               831010576                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted         735691535                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect          17893010                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups            398848960                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates              9029120                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits               398716235                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999667                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                25868227                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect               1023                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups          946073                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             916266                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses            29807                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted       201712                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts       706517267                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls       110751871                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts          17842835                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples   6355113253                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.228132                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.314336                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0      3961410203     62.33%     62.33% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1      1055354382     16.61%     78.94% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2       332409140      5.23%     84.17% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3       182519660      2.87%     87.04% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4       182009542      2.86%     89.91% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5        61314439      0.96%     90.87% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6        49230558      0.77%     91.65% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7        39728574      0.63%     92.27% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8       491136755      7.73%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total   6355113253                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted           7804916385                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted             7804919411                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                  1973649331                       # Number of memory references committed (Count)
system.cpu.commit.loads                    1621045874                       # Number of loads committed (Count)
system.cpu.commit.amos                           3221                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                        6038                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                  665964666                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                 4057597558                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                  5332955572                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls              23211706                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass    110745587      1.42%      1.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu   2804966356     35.94%     37.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult     62243647      0.80%     38.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv      8048257      0.10%     38.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd    960357287     12.30%     50.56% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp    196956924      2.52%     53.09% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt    198970383      2.55%     55.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult   1175202276     15.06%     70.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc    108414210      1.39%     72.08% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv     88216898      1.13%     73.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc     62442470      0.80%     74.01% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt     54705785      0.70%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     74.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     74.71% # Class of committed instruction (Count)
