
---------- Begin Simulation Statistics ----------
simSeconds                                   9.962809                       # Number of seconds simulated (Second)
simTicks                                 9962808603000                       # Number of ticks simulated (Tick)
finalTick                                9962808603000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 139081.54                       # Real time elapsed on the host (Second)
hostTickRate                                 71632859                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16929492                       # Number of bytes of host memory used (Byte)
simInsts                                  22794024464                       # Number of instructions simulated (Count)
simOps                                    22794444166                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   163890                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     163893                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      9962447479                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    12106795495                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded               188553969                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   11927751281                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued               9010793                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined           898127381                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        670474507                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved            3299809                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         9962398949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.197277                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.664847                       # Number of insts issued each cycle (Count)
system.cpu0.statIssuedInstType_0::SimdCvt            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     75.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead   1129934567      9.47%     84.73% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite    199271941      1.67%     86.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead   1434074613     12.02%     98.42% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite    188036042      1.58%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total   11927751281                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        1.197271                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                          495441108                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.041537                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads             22046330312                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites             6779325275                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses     5963127547                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads              12276023100                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites              6414319865                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses      5899009625                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                 5885321673                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                  6352940171                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                      11877519072                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                   2544061806                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                 41871404                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                        2929697424                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                    1151468531                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                   385635618                       # Number of stores executed (Count)
system.cpu0.numRate                          1.192229                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                           1213                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                          48530                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                11397012232                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                  11397222083                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.874128                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.874128                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              1.143997                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         1.143997                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                8426127460                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites               4946708315                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                 8329122566                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                5340998006                       # Number of floating regfile writes (Count)
system.cpu0.miscRegfileReads              13760229616                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites              8497623892                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads    2607391049                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores    407804300                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads    196401607                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores    101103947                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups             1280467491                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted       1089513839                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect         21485360                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups           602935468                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates            10897027                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits              602583254                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.999416                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed               45859681                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect            109633                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups        1014273                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits            924639                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses           89634                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted       207867                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts      898585940                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls      185254160                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts         21395709                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples   9837488026                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     1.158550                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     2.311753                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0     6448782898     65.55%     65.55% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1     1485478956     15.10%     80.65% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2      513945483      5.22%     85.88% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3      172896226      1.76%     87.64% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4      192433537      1.96%     89.59% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5      147270865      1.50%     91.09% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6       63856987      0.65%     91.74% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7       26651504      0.27%     92.01% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8      786171570      7.99%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total   9837488026                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted         11397012232                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted           11397222083                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                 2797851594                       # Number of memory references committed (Count)
system.cpu0.commit.loads                   2439441943                       # Number of loads committed (Count)
system.cpu0.commit.amos                        278106                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                     410669                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                1084203679                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                5784042721                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                 7666943364                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls             41583720                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass    184929482      1.62%      1.62% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu   4051012277     35.54%     37.17% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult    106518430      0.93%     38.10% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv      8098354      0.07%     38.17% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd   1318281080     11.57%     49.74% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp    297960866      2.61%     52.35% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt    296845765      2.60%     54.96% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult   1805669131     15.84%     70.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc    190037455      1.67%     72.47% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv    153147532      1.34%     73.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc     95274700      0.84%     74.65% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt     91595417      0.80%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     75.45% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     75.45% # Class of committed instruction (Count)
