
---------- Begin Simulation Statistics ----------
simSeconds                                   5.606850                       # Number of seconds simulated (Second)
simTicks                                 5606850472000                       # Number of ticks simulated (Tick)
finalTick                                5606850472000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248893.08                       # Real time elapsed on the host (Second)
hostTickRate                                 22527144                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17018472                       # Number of bytes of host memory used (Byte)
simInsts                                   9090681930                       # Number of instructions simulated (Count)
simOps                                     9090770170                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    36524                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      36525                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       5606850516                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      9330347749                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3305260                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     9470836088                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9409900                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            242882733                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         172505259                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              217305                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          5603266755                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.690235                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.975160                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::FloatCvt    150948688      1.59%     51.41% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult    650982033      6.87%     58.29% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc    717126420      7.57%     65.86% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv    149071957      1.57%     67.43% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc    157767710      1.67%     69.10% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt      1725873      0.02%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     69.12% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead    348947272      3.68%     72.80% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite    220374977      2.33%     75.13% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead   1867625175     19.72%     94.85% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite    487823128      5.15%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total     9470836088                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.689154                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                          1474994900                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.155741                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads              14430321196                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites              4581380226                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses      4345533625                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads               11599022534                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites               4995340039                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses       4864189526                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                  4438709314                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                   6504569360                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                        9220159685                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                    1978460067                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                  21097927                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                         2685385973                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                      647095789                       # Number of branches executed (Count)
system.cpu.numStoreInsts                    706925906                       # Number of stores executed (Count)
system.cpu.numRate                           1.644445                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                          109123                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                         3583761                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                  9090681930                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                    9090770170                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.616769                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.616769                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.621353                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.621353                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                 8712095000                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                3651119522                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                  6452069399                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                 4232101259                       # Number of floating regfile writes (Count)
system.cpu.miscRegfileReads                9964988919                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites               5431182028                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads     2000204528                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores     718906235                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads    210108521                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores    213685311                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups               706965497                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted         634320955                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect          11572124                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups            485662587                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates              3158192                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits               484088256                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.996758                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                25313678                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect              36862                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups        21377449                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits           17312875                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses          4064574                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted       717810                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts       241940851                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls         3087955                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts          11236516                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples   5566420503                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.633145                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.728279                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0      3486828147     62.64%     62.64% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1       516359785      9.28%     71.92% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2       230076588      4.13%     76.05% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3       222444093      4.00%     80.05% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4       182988097      3.29%     83.33% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5       163936515      2.95%     86.28% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6        79041213      1.42%     87.70% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7        56925831      1.02%     88.72% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8       627820234     11.28%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total   5566420503                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted           9090681930                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted             9090770170                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                  2650210138                       # Number of memory references committed (Count)
system.cpu.commit.loads                    1951516503                       # Number of loads committed (Count)
system.cpu.commit.amos                         535649                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                       88272                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                  626612533                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                 4837562088                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                  6568878854                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls              23154104                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass      2550436      0.03%      0.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu   3710049863     40.81%     40.84% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult     12341335      0.14%     40.97% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        27384      0.00%     40.98% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd    789582222      8.69%     49.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp    105631481      1.16%     50.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt    149390513      1.64%     52.47% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult    648649525      7.14%     59.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc    716413546      7.88%     67.48% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv    148502532      1.63%     69.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc    155699218      1.71%     70.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt      1721977      0.02%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     70.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     70.85% # Class of committed instruction (Count)
